Nº;RED;NIVEL;IPRESS;MES;AÑO;INDICADOR;SUB INDICADOR;NUMERADOR;DENOMINADOR
11589;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;SETIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);84;700
11590;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;OCTUBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);65;701
11591;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;NOVIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);60;795
11592;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;DICIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);49;783
11593;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ENERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);82;721
11594;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;FEBRERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);42;862
11595;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MARZO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);72;955
11596;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ABRIL;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);49;849
11597;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MAYO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);56;988
11598;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;JUNIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);53;869
11599;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;JULIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);37;930
11600;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;AGOSTO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);56;960
11601;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;SETIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);61;396
11602;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;OCTUBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);87;905
11603;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;NOVIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);48;830
11604;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;DICIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);34;714
11605;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ENERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);131;1,020
11606;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;FEBRERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);120;1,017
11607;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MARZO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);117;1,066
11608;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ABRIL;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);80;1,261
11609;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MAYO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);95;1,535
11610;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;JUNIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);122;1,405
11611;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;JULIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);27;1,447
11612;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;AGOSTO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);121;1,178
11613;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;SETIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);79;1,070
11614;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;OCTUBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);22;1,542
11615;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;NOVIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);138;1,269
11616;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;DICIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);106;892
11617;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ENERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);144;1,361
11618;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;FEBRERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);431;1,326
11619;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MARZO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);445;1,772
11620;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ABRIL;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);191;1,317
11621;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MAYO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);160;1,239
11622;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;JUNIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);139;1,252
11623;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;JULIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);206;1,596
11624;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;AGOSTO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);272;1,267
11625;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;SETIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);585;1,438
11626;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;OCTUBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);248;1,314
11627;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;NOVIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);177;1,268
11628;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;DICIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);103;949
11629;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ENERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);236;1,423
11630;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;FEBRERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);251;1,820
11631;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MARZO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);207;1,408
11632;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ABRIL;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);205;1,577
11633;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MAYO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);213;1,799
11634;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;JUNIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);174;2,042
11635;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;JULIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);198;1,817
11636;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;AGOSTO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);188;1,804
11637;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;SETIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);207;1,564
11638;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;OCTUBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);190;2,061
11639;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;NOVIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);156;1,692
11640;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;DICIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);142;1,179
11641;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ENERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);166;6,217
11642;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;FEBRERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);105;6,030
11643;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MARZO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);136;6,546
11644;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ABRIL;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);136;5,904
11645;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MAYO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);116;6,456
11646;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;JUNIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);131;6,789
11647;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;JULIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);110;5,791
11648;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;AGOSTO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);199;6,319
11649;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;SETIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);199;6,877
11650;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;OCTUBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);127;7,487
11651;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;NOVIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);187;7,297
11652;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;DICIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);140;5,818
11653;H REF LA CALETA;II-2;H REF LA CALETA;ENERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);206;3,250
11654;H REF LA CALETA;II-2;H REF LA CALETA;FEBRERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);235;4,084
11655;H REF LA CALETA;II-2;H REF LA CALETA;MARZO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);251;4,125
11656;H REF LA CALETA;II-2;H REF LA CALETA;ABRIL;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);232;4,328
11657;H REF LA CALETA;II-2;H REF LA CALETA;MAYO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);221;4,399
11658;H REF LA CALETA;II-2;H REF LA CALETA;JUNIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);167;4,159
11659;H REF LA CALETA;II-2;H REF LA CALETA;JULIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);223;3,932
11660;H REF LA CALETA;II-2;H REF LA CALETA;AGOSTO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);279;3,990
11661;H REF LA CALETA;II-2;H REF LA CALETA;SETIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);236;4,427
11662;H REF LA CALETA;II-2;H REF LA CALETA;OCTUBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);226;4,610
11663;H REF LA CALETA;II-2;H REF LA CALETA;NOVIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);230;5,194
11664;H REF LA CALETA;II-2;H REF LA CALETA;DICIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);169;4,108
11665;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;ENERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);30;836
11666;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;FEBRERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);20;872
11667;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;MARZO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);27;758
11668;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;ABRIL;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);29;969
11669;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;MAYO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);30;1,208
11670;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;JUNIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);43;1,378
11671;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;JULIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);41;1,251
11672;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;AGOSTO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);39;1,248
11673;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;SETIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);44;1,046
11674;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;OCTUBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);42;1,059
11675;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;NOVIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);31;932
11676;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;DICIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);35;805
11677;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;ENERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);36;1,198
11678;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;FEBRERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);40;561
11679;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;MARZO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);34;1,665
11680;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;ABRIL;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);36;1,727
11681;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;MAYO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);31;
11682;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;JUNIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);35;3,117
11683;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;JULIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);70;3,698
11684;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;AGOSTO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);56;4,199
11685;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;SETIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);171;5,137
11686;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;OCTUBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);46;5,995
11687;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;NOVIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);51;6,577
11688;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;DICIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);68;7,120
11689;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ENERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);48;567
11690;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;FEBRERO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);23;540
11691;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MARZO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);41;560
11692;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ABRIL;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);30;492
11693;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MAYO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);34;612
11694;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;JUNIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);52;643
11695;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;JULIO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);50;548
11696;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;AGOSTO;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);35;707
11697;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;SETIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);56;771
11698;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;OCTUBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);44;673
11699;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;NOVIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);17;747
11700;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;DICIEMBRE;2023;B. INDICADORES DE EFICIENCIA;15  Grado de Resolutividad del Establecimiento de Salud    (Factor: 100);;
11701;DIRES ANCASH;DIRESA;DIRES ANCASH;ENERO;2019;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;2;2,876
11702;DIRES ANCASH;DIRESA;DIRES ANCASH;FEBRERO;2019;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;5;2,618
11703;DIRES ANCASH;DIRESA;DIRES ANCASH;MARZO;2019;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;3;2,795
11704;DIRES ANCASH;DIRESA;DIRES ANCASH;ABRIL;2019;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;3;2,811
11705;DIRES ANCASH;DIRESA;DIRES ANCASH;MAYO;2019;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;4;2,906
11706;DIRES ANCASH;DIRESA;DIRES ANCASH;JUNIO;2019;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;5;2,745
11707;DIRES ANCASH;DIRESA;DIRES ANCASH;JULIO;2019;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;1;2,972
11708;DIRES ANCASH;DIRESA;DIRES ANCASH;AGOSTO;2019;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;2,646
11709;DIRES ANCASH;DIRESA;DIRES ANCASH;SETIEMBRE;2019;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;3;2,941
11710;DIRES ANCASH;DIRESA;DIRES ANCASH;OCTUBRE;2019;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;1;4,044
11711;DIRES ANCASH;DIRESA;DIRES ANCASH;NOVIEMBRE;2019;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;3;2,788
11712;DIRES ANCASH;DIRESA;DIRES ANCASH;DICIEMBRE;2019;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;7;2,827
11713;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;ENERO;2019;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;31
